idade,sexo,estado,presença,cargo,especialidade,algoritmos_e_estruturas_de_dados,analise_combinatoria,analise_de_algoritmos,arquitetura_e_organizacao_de_computadores,banco_de_dados,calculo_diferencial_e_integral,circuitos_digitais,compiladores,computacao_grafica,engenharia_de_software,geometria_analitica,inteligencia_artificial,linguagens_de_programacao,linguagens_formais_automatos_e_computabilidade,logica_matematica,matematica_discreta,organizacao_de_arquivos_e_dados,probabilidade_e_estatistica,processamento_de_imagens,redes_de_computadores,sistemas_distribuidos,sistemas_operacionais,teoria_dos_grafos,tecnicas_de_programacao,algebra_linear,ano,matematica,fund_computacao,tec_computacao
1978-05-09,masculino,pi,n,mestrado/doutorado,computação aplicada,,,,,,,,,,,,,,,,,,,,,,,,,,2016,0.0,0.0,0.0
1993-12-23,masculino,rn,n,mestrado/doutorado,inteligência artificial,,,,,,,,,,,,,,,,,,,,,,,,,,2016,0.0,0.0,0.0
1991-08-22,masculino,es,n,mestrado/doutorado,inteligência artificial,,,,,,,,,,,,,,,,,,,,,,,,,,2016,0.0,0.0,0.0
1987-07-06,masculino,rj,s,mestrado/doutorado,sistemas de informação,1.0,2.0,2.0,0.0,0.0,3.0,2.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,1.0,2.0,1.0,3.0,2.0,2.0,2016,12.0,17.0,5.0
1991-02-05,masculino,es,n,mestrado/doutorado,otimização,,,,,,,,,,,,,,,,,,,,,,,,,,2016,0.0,0.0,0.0
1992-04-28,masculino,ma,s,mestrado/doutorado,modelagem computacional,3.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,2016,12.0,14.0,4.0
1993-12-13,masculino,ms,n,mestrado/doutorado,sistemas de computação,,,,,,,,,,,,,,,,,,,,,,,,,,2016,0.0,0.0,0.0
1986-10-03,masculino,es,s,mestrado/doutorado,otimização,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,2.0,1.0,2016,6.0,10.0,6.0
1990-08-11,masculino,mg,s,mestrado/doutorado,redes de computadores,0.0,1.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,2016,7.0,11.0,8.0
1992-08-05,masculino,sp,s,mestrado/doutorado,redes de computadores,1.0,1.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,2.0,2016,6.0,12.0,5.0
1976-03-26,masculino,sp,s,mestrado/doutorado,tecnologia da informação,0.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,1.0,2016,5.0,11.0,7.0
1980-11-20,masculino,sp,n,mestrado/doutorado,redes de computadores,,,,,,,,,,,,,,,,,,,,,,,,,,2016,0.0,0.0,0.0
1979-09-19,masculino,sp,s,mestrado/doutorado,engenharia de software,2.0,2.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,0.0,1.0,3.0,3.0,2.0,1.0,3.0,2.0,2016,10.0,17.0,9.0
1993-08-16,masculino,pi,s,mestrado/doutorado,sistemas de computação,1.0,1.0,1.0,2.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,2.0,2.0,1.0,2.0,3.0,2.0,2016,10.0,16.0,8.0
1994-02-22,masculino,pa,s,mestrado/doutorado,redes de computadores,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,0.0,2.0,3.0,1.0,3.0,2.0,1.0,2016,8.0,15.0,7.0
1995-06-28,masculino,rn,s,mestrado/doutorado,informática na educação,1.0,0.0,2.0,0.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,2.0,1.0,2.0,0.0,1.0,2.0,2.0,2016,6.0,11.0,9.0
1987-09-10,masculino,pa,s,mestrado/doutorado,sistemas inteligentes,3.0,2.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,1.0,3.0,2.0,3.0,2016,10.0,15.0,8.0
1989-10-07,masculino,pi,n,mestrado/doutorado,sistemas de computação,,,,,,,,,,,,,,,,,,,,,,,,,,2016,0.0,0.0,0.0
1982-09-23,masculino,es,n,mestrado/doutorado,inteligência artificial,,,,,,,,,,,,,,,,,,,,,,,,,,2016,0.0,0.0,0.0
1991-08-10,masculino,go,s,mestrado/doutorado,otimização,3.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,2.0,2.0,0.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,2016,13.0,19.0,8.0
1987-06-29,masculino,go,s,mestrado/doutorado,inteligência artificial,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,2.0,1.0,2016,5.0,11.0,7.0
1989-01-09,masculino,pa,s,mestrado/doutorado,sistemas inteligentes,1.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,2.0,2.0,1.0,2.0,3.0,1.0,2016,5.0,16.0,9.0
1987-08-04,masculino,ma,s,mestrado/doutorado,modelagem computacional,1.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,2016,11.0,16.0,4.0
1992-02-23,masculino,ma,s,mestrado/doutorado,sistemas de computação,2.0,1.0,2.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,2.0,3.0,1.0,2.0,0.0,1.0,1.0,1.0,3.0,0.0,1.0,2.0,1.0,2016,7.0,14.0,8.0
1981-01-01,masculino,ma,s,mestrado/doutorado,sistemas de computação,2.0,1.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,2016,4.0,15.0,6.0
1978-06-17,masculino,al,n,mestrado/doutorado,sistemas de computação,,,,,,,,,,,,,,,,,,,,,,,,,,2016,0.0,0.0,0.0
1972-08-13,masculino,mt,s,mestrado/doutorado,engenharia de software,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,2.0,0.0,2016,2.0,10.0,4.0
1980-02-06,masculino,pa,n,mestrado/doutorado,engenharia de software,,,,,,,,,,,,,,,,,,,,,,,,,,2016,0.0,0.0,0.0
1990-08-13,masculino,pb,s,mestrado/doutorado,engenharia de software,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,2.0,1.0,0.0,3.0,3.0,2016,4.0,13.0,5.0
1993-10-15,masculino,pb,s,mestrado/doutorado,sistemas de computação,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,2.0,1.0,0.0,3.0,0.0,2.0,3.0,2.0,2016,10.0,13.0,8.0
1988-11-09,masculino,al,s,mestrado/doutorado,sistemas de computação,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,0.0,2.0,0.0,1.0,3.0,0.0,2.0,3.0,3.0,2016,13.0,11.0,7.0
1996-02-09,masculino,sp,s,mestrado/doutorado,engenharia de software,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,3.0,2.0,2016,7.0,7.0,6.0
1994-04-01,masculino,al,n,mestrado/doutorado,sistemas de computação,,,,,,,,,,,,,,,,,,,,,,,,,,2016,0.0,0.0,0.0
1978-04-10,masculino,go,s,mestrado/doutorado,sistemas de computação,0.0,1.0,2.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,2.0,0.0,2016,3.0,8.0,11.0
1995-11-17,masculino,pr,s,mestrado/doutorado,sistemas inteligentes,1.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,0.0,1.0,2.0,3.0,2016,10.0,12.0,9.0
1992-09-23,masculino,pb,s,mestrado/doutorado,Demais áreas,1.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,2.0,0.0,2016,4.0,7.0,7.0
1994-11-19,masculino,pr,s,mestrado/doutorado,inteligência artificial,1.0,1.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,2016,9.0,21.0,13.0
1995-04-12,masculino,rj,s,mestrado/doutorado,Demais áreas,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,2.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,3.0,2.0,2016,6.0,15.0,7.0
1993-08-23,masculino,pr,s,mestrado/doutorado,inteligência artificial,2.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,2.0,3.0,1.0,2016,5.0,15.0,9.0
1994-09-14,masculino,sc,n,mestrado/doutorado,inteligência artificial,,,,,,,,,,,,,,,,,,,,,,,,,,2016,0.0,0.0,0.0
1995-02-22,masculino,mg,s,mestrado/doutorado,engenharia de software,1.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0,2016,5.0,13.0,5.0
1992-01-30,masculino,ma,s,mestrado/doutorado,sistemas de computação,2.0,1.0,2.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,2.0,2016,6.0,16.0,4.0
1978-10-28,masculino,go,s,mestrado/doutorado,engenharia de software,3.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,3.0,2.0,1.0,2.0,0.0,1.0,0.0,2.0,3.0,2.0,2.0,3.0,2.0,2016,10.0,18.0,8.0
1984-08-23,masculino,pr,n,mestrado/doutorado,teoria da computação,,,,,,,,,,,,,,,,,,,,,,,,,,2016,0.0,0.0,0.0
1993-05-21,masculino,ms,s,mestrado/doutorado,sistemas de informação,1.0,0.0,1.0,0.0,0.0,2.0,3.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,3.0,1.0,2016,8.0,14.0,5.0
1980-02-17,masculino,go,s,mestrado/doutorado,inteligência artificial,0.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0,2.0,2016,4.0,12.0,4.0
1990-01-04,masculino,es,s,mestrado/doutorado,redes de computadores,0.0,1.0,0.0,1.0,1.0,3.0,1.0,0.0,1.0,0.0,2.0,2.0,3.0,3.0,2.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,3.0,3.0,2016,12.0,14.0,8.0
1991-11-12,masculino,pr,s,mestrado/doutorado,inteligência artificial,3.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,3.0,2016,6.0,14.0,5.0
1994-04-23,masculino,to,s,mestrado/doutorado,engenharia de software,1.0,2.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,2016,8.0,12.0,3.0
1976-08-20,masculino,pi,s,mestrado/doutorado,engenharia de software,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,2.0,0.0,2.0,1.0,2016,5.0,8.0,5.0
1988-02-05,masculino,sp,s,mestrado/doutorado,aprendizado de máquina,1.0,1.0,2.0,1.0,2.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,3.0,2.0,2016,7.0,15.0,8.0
1984-12-04,masculino,sp,s,mestrado/doutorado,engenharia de software,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,2.0,1.0,2016,4.0,9.0,5.0
1993-12-09,masculino,go,n,mestrado/doutorado,engenharia de software,,,,,,,,,,,,,,,,,,,,,,,,,,2016,0.0,0.0,0.0
1986-03-27,masculino,ce,s,mestrado/doutorado,sistemas de informação,1.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,2.0,1.0,0.0,2.0,2.0,1.0,3.0,2.0,1.0,3.0,1.0,2016,8.0,15.0,9.0
1991-08-23,masculino,sp,s,mestrado/doutorado,engenharia de software,0.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,3.0,2.0,2016,8.0,10.0,7.0
1995-04-26,masculino,pr,s,mestrado/doutorado,inteligência artificial,3.0,2.0,1.0,1.0,2.0,1.0,2.0,0.0,1.0,2.0,0.0,2.0,2.0,3.0,2.0,2.0,0.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,2016,10.0,20.0,11.0
1994-09-07,masculino,rs,n,mestrado/doutorado,engenharia de software,,,,,,,,,,,,,,,,,,,,,,,,,,2016,0.0,0.0,0.0
1991-08-18,masculino,rs,s,mestrado/doutorado,computação aplicada,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,2016,2.0,9.0,4.0
1980-07-01,masculino,to,s,mestrado/doutorado,sistemas de informação,3.0,1.0,1.0,0.0,1.0,2.0,3.0,1.0,0.0,2.0,0.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0,0.0,2.0,3.0,2.0,2016,8.0,18.0,9.0
1993-04-02,masculino,rs,s,mestrado/doutorado,sistemas inteligentes,3.0,1.0,1.0,0.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,0.0,1.0,3.0,2.0,3.0,2.0,2.0,2016,11.0,18.0,7.0
1991-09-25,masculino,sp,s,mestrado/doutorado,computação aplicada,1.0,1.0,2.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,2.0,2016,11.0,18.0,7.0
1987-06-20,masculino,pr,s,mestrado/doutorado,engenharia de software,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,2.0,2.0,2016,4.0,9.0,5.0
1989-01-11,masculino,sc,n,mestrado/doutorado,inteligência artificial,,,,,,,,,,,,,,,,,,,,,,,,,,2016,0.0,0.0,0.0
1986-10-20,masculino,sp,n,mestrado/doutorado,engenharia de software,,,,,,,,,,,,,,,,,,,,,,,,,,2016,0.0,0.0,0.0
1994-03-03,masculino,sp,s,mestrado/doutorado,engenharia de software,3.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,3.0,2016,13.0,17.0,8.0
1992-07-23,masculino,al,s,mestrado/doutorado,sistemas de computação,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,0.0,1.0,3.0,2.0,2016,9.0,10.0,11.0
1978-03-30,masculino,sc,s,mestrado/doutorado,banco de dados,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,2.0,1.0,2.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,0.0,3.0,0.0,2016,2.0,12.0,9.0
1992-02-11,masculino,pr,s,mestrado/doutorado,aprendizado de máquina,3.0,1.0,0.0,2.0,0.0,2.0,1.0,1.0,0.0,2.0,0.0,1.0,3.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,3.0,3.0,3.0,2016,11.0,18.0,6.0
1984-09-17,masculino,ms,n,mestrado/doutorado,sistemas de informação,,,,,,,,,,,,,,,,,,,,,,,,,,2016,0.0,0.0,0.0
1992-03-12,masculino,mg,s,mestrado/doutorado,inteligência artificial,1.0,2.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,0.0,2.0,2.0,0.0,2.0,1.0,3.0,3.0,2.0,2016,13.0,15.0,8.0
1988-02-25,masculino,sc,s,mestrado/doutorado,banco de dados,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,2.0,1.0,0.0,1.0,2.0,0.0,1.0,2.0,2.0,2016,7.0,11.0,5.0
1990-05-04,masculino,mg,n,mestrado/doutorado,computação visual,,,,,,,,,,,,,,,,,,,,,,,,,,2016,0.0,0.0,0.0
1994-04-20,masculino,sp,s,mestrado/doutorado,sistemas de computação,2.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,3.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,1.0,2016,8.0,17.0,7.0
1993-03-01,masculino,ms,s,mestrado/doutorado,sistemas de computação,1.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2016,7.0,14.0,3.0
1988-12-19,masculino,pr,s,mestrado/doutorado,computação gráfica,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,2.0,1.0,3.0,0.0,2.0,3.0,3.0,2016,6.0,15.0,11.0
1990-01-17,masculino,mg,n,mestrado/doutorado,engenharia de software,,,,,,,,,,,,,,,,,,,,,,,,,,2016,0.0,0.0,0.0
1994-08-06,masculino,ms,s,mestrado/doutorado,inteligência artificial,3.0,3.0,2.0,1.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,3.0,3.0,1.0,2016,9.0,20.0,9.0
1993-05-24,masculino,pb,s,mestrado/doutorado,engenharia de software,2.0,1.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,3.0,2016,8.0,8.0,2.0
1994-02-19,masculino,pi,s,mestrado/doutorado,computação aplicada,0.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,0.0,2016,3.0,14.0,8.0
1986-03-09,masculino,mt,s,mestrado/doutorado,visão computacional,1.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,1.0,0.0,0.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,2016,5.0,15.0,7.0
1987-03-23,masculino,ma,s,mestrado/doutorado,modelagem computacional,1.0,2.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2016,9.0,14.0,9.0
1994-11-26,masculino,pi,s,mestrado/doutorado,computação aplicada,3.0,0.0,1.0,1.0,2.0,3.0,1.0,1.0,0.0,0.0,1.0,1.0,3.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,3.0,2.0,2.0,2016,7.0,18.0,8.0
1980-07-29,masculino,sp,s,mestrado/doutorado,engenharia de software,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,2016,7.0,12.0,6.0
1990-10-25,masculino,ce,s,mestrado/doutorado,inteligência artificial,1.0,1.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,1.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,3.0,1.0,2016,5.0,15.0,5.0
1978-11-22,masculino,rs,s,mestrado/doutorado,engenharia de software,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2016,5.0,13.0,4.0
1988-05-24,masculino,mg,s,mestrado/doutorado,banco de dados,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,3.0,0.0,2016,3.0,10.0,8.0
1993-04-16,masculino,sp,s,mestrado/doutorado,modelagem computacional,3.0,2.0,3.0,1.0,1.0,3.0,2.0,1.0,0.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,0.0,2.0,0.0,1.0,2.0,3.0,3.0,2.0,2.0,2016,16.0,23.0,7.0
1994-10-02,masculino,rs,s,mestrado/doutorado,computação aplicada,0.0,2.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,2016,7.0,10.0,6.0
1991-02-06,masculino,pi,n,mestrado/doutorado,sistemas de computação,,,,,,,,,,,,,,,,,,,,,,,,,,2016,0.0,0.0,0.0
1977-01-07,masculino,go,s,mestrado/doutorado,metodologias e técnicas de computação,2.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,0.0,1.0,2.0,2.0,2016,11.0,14.0,9.0
1994-07-27,masculino,sc,s,mestrado/doutorado,redes de computadores,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,1.0,2.0,2.0,2016,8.0,10.0,5.0
1992-12-26,masculino,sp,s,mestrado/doutorado,engenharia de software,2.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,2.0,3.0,1.0,2016,7.0,15.0,5.0
1994-06-24,masculino,ba,s,mestrado/doutorado,inteligência artificial,3.0,1.0,1.0,2.0,2.0,0.0,2.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,2.0,2.0,3.0,3.0,1.0,2016,8.0,21.0,10.0
1993-12-12,masculino,mg,s,mestrado/doutorado,aplicações computacionais,3.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,2.0,2016,8.0,21.0,6.0
1994-01-20,masculino,pa,s,mestrado/doutorado,sistemas inteligentes,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,2.0,3.0,2.0,2016,7.0,14.0,7.0
1995-08-27,masculino,sp,s,mestrado/doutorado,otimização,2.0,3.0,3.0,3.0,1.0,2.0,3.0,1.0,2.0,1.0,3.0,2.0,2.0,2.0,3.0,2.0,0.0,2.0,1.0,1.0,3.0,2.0,3.0,3.0,3.0,2016,18.0,23.0,12.0
1993-10-29,masculino,pb,s,mestrado/doutorado,sistemas de computação,3.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,3.0,0.0,2016,6.0,14.0,7.0
1993-09-28,masculino,pb,s,mestrado/doutorado,sistemas de computação,3.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,1.0,2.0,2.0,3.0,3.0,3.0,2016,10.0,20.0,6.0
1982-10-23,feminino,pa,s,mestrado/doutorado,inteligência artificial,2.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2016,9.0,13.0,9.0
1994-05-03,masculino,rj,s,mestrado/doutorado,linguagens de programação,1.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,2.0,3.0,1.0,2.0,3.0,2.0,3.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2016,15.0,21.0,15.0
1990-05-16,masculino,sp,n,mestrado/doutorado,aprendizado de máquina,,,,,,,,,,,,,,,,,,,,,,,,,,2016,0.0,0.0,0.0
1989-08-11,masculino,pa,s,mestrado/doutorado,sistemas inteligentes,3.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,3.0,1.0,1.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,3.0,2.0,2016,7.0,15.0,7.0
1985-04-20,masculino,sc,s,mestrado/doutorado,engenharia de software,3.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,3.0,1.0,2016,7.0,14.0,5.0
