idade,sexo,estado,presença,cargo,especialidade,algoritmos_e_estruturas_de_dados,analise_combinatoria,analise_de_algoritmos,arquitetura_e_organizacao_de_computadores,banco_de_dados,calculo_diferencial_e_integral,circuitos_digitais,compiladores,computacao_grafica,engenharia_de_software,geometria_analitica,inteligencia_artificial,linguagens_de_programacao,linguagens_formais_automatos_e_computabilidade,logica_matematica,matematica_discreta,organizacao_de_arquivos_e_dados,probabilidade_e_estatistica,processamento_de_imagens,redes_de_computadores,sistemas_distribuidos,sistemas_operacionais,teoria_dos_grafos,tecnicas_de_programacao,algebra_linear,ano,matematica,fund_computacao,tec_computacao
1990-08-15,feminino,mg,s,mestrado/doutorado,inteligência artificial,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,2018,9.0,8.0,6.0
1992-02-13,feminino,mg,s,mestrado/doutorado,sistemas de informação,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2018,5.0,7.0,7.0
1992-12-02,feminino,sp,s,mestrado/doutorado,engenharia de software,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,2018,1.0,6.0,8.0
1992-08-13,feminino,sc,s,mestrado/doutorado,banco de dados,0.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,0.0,2.0,0.0,1.0,3.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,2018,6.0,10.0,9.0
1991-01-08,masculino,pb,s,mestrado/doutorado,engenharia de software,1.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,2.0,3.0,0.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,2018,11.0,20.0,10.0
1978-03-25,masculino,mg,s,mestrado/doutorado,sistemas de computação,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,2018,6.0,7.0,8.0
1984-11-24,masculino,ce,n,mestrado/doutorado,redes de computadores,,,,,,,,,,,,,,,,,,,,,,,,,,2018,0.0,0.0,0.0
1988-10-22,masculino,rs,s,mestrado/doutorado,aplicações computacionais,0.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2018,2.0,6.0,6.0
1973-04-20,masculino,sp,s,mestrado/doutorado,sistemas de computação,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,1.0,3.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,0.0,2.0,3.0,1.0,2018,5.0,14.0,10.0
1986-05-22,masculino,sp,s,mestrado/doutorado,inteligência artificial,0.0,3.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,2018,12.0,7.0,6.0
1983-02-18,masculino,sp,s,mestrado/doutorado,computação aplicada,2.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,2018,3.0,6.0,8.0
1984-11-30,masculino,rs,s,mestrado/doutorado,engenharia de software,1.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,2018,2.0,11.0,9.0
1996-12-19,masculino,pr,s,mestrado/doutorado,sistemas de informação,2.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,3.0,2.0,1.0,2018,4.0,15.0,8.0
1990-09-18,masculino,sc,s,mestrado/doutorado,sistemas de computação,0.0,3.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,2018,7.0,8.0,11.0
1991-08-29,masculino,mg,s,mestrado/doutorado,engenharia de software,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,2018,6.0,9.0,6.0
1992-11-17,masculino,ba,n,mestrado/doutorado,computação gráfica,,,,,,,,,,,,,,,,,,,,,,,,,,2018,0.0,0.0,0.0
1997-06-03,masculino,al,s,mestrado/doutorado,sistemas de computação,2.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,3.0,1.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2018,13.0,16.0,13.0
1988-12-19,masculino,sp,s,mestrado/doutorado,computação aplicada,2.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,0.0,3.0,2.0,0.0,2018,10.0,16.0,10.0
1995-10-25,masculino,pa,s,mestrado/doutorado,engenharia de software,0.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,3.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,0.0,2.0,1.0,2.0,2018,6.0,7.0,15.0
1983-12-01,masculino,sp,s,mestrado/doutorado,inteligência artificial,3.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0,3.0,1.0,2018,6.0,12.0,11.0
1987-01-28,masculino,ma,s,mestrado/doutorado,modelagem computacional,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,3.0,2018,7.0,10.0,7.0
1980-11-26,masculino,sc,s,mestrado/doutorado,engenharia de software,2.0,2.0,1.0,2.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,3.0,0.0,2018,6.0,14.0,7.0
1994-12-18,masculino,mg,s,mestrado/doutorado,teoria da computação,2.0,2.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,2.0,1.0,1.0,3.0,2.0,2018,11.0,15.0,7.0
1981-04-05,masculino,ap,n,mestrado/doutorado,tecnologia da informação,,,,,,,,,,,,,,,,,,,,,,,,,,2018,0.0,0.0,0.0
1997-10-31,masculino,ce,s,mestrado/doutorado,teoria da computação,2.0,2.0,1.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,2.0,1.0,3.0,0.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,3.0,1.0,2018,12.0,14.0,15.0
1978-09-28,masculino,mt,s,mestrado/doutorado,linguagens de programação,1.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,3.0,1.0,1.0,2018,8.0,9.0,7.0
1995-08-02,masculino,sp,s,mestrado/doutorado,processamento paralelo e distribuído,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,2018,4.0,6.0,8.0
1988-06-12,masculino,es,n,mestrado/doutorado,inteligência artificial,,,,,,,,,,,,,,,,,,,,,,,,,,2018,0.0,0.0,0.0
1990-07-17,masculino,rs,s,mestrado/doutorado,metodologias e técnicas de computação,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,2.0,1.0,2018,6.0,7.0,6.0
1975-05-01,masculino,go,s,mestrado/doutorado,Demais áreas,0.0,2.0,0.0,2.0,1.0,2.0,1.0,2.0,0.0,2.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,3.0,0.0,0.0,2018,6.0,10.0,8.0
1994-08-25,masculino,sc,s,mestrado/doutorado,inteligência artificial,0.0,2.0,1.0,2.0,2.0,1.0,0.0,1.0,2.0,2.0,2.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,2.0,1.0,3.0,3.0,0.0,2018,9.0,12.0,11.0
1985-11-08,masculino,se,s,mestrado/doutorado,redes de computadores,0.0,1.0,3.0,1.0,1.0,0.0,1.0,2.0,1.0,3.0,1.0,1.0,3.0,0.0,3.0,2.0,0.0,2.0,1.0,0.0,3.0,1.0,2.0,3.0,0.0,2018,9.0,14.0,12.0
1994-06-22,masculino,sc,s,mestrado/doutorado,sistemas de informação,2.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,2.0,2.0,0.0,2.0,3.0,1.0,1.0,0.0,2.0,1.0,0.0,2.0,2.0,1.0,2018,10.0,12.0,8.0
1998-11-23,masculino,ce,s,mestrado/doutorado,inteligência artificial,2.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,2018,6.0,9.0,6.0
1994-03-02,masculino,ms,s,mestrado/doutorado,redes de computadores,1.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,2.0,3.0,1.0,3.0,2.0,1.0,2018,7.0,10.0,11.0
1997-02-08,masculino,sp,s,mestrado/doutorado,banco de dados,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2018,5.0,8.0,6.0
1997-10-09,masculino,pa,s,mestrado/doutorado,engenharia de software,0.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,0.0,1.0,1.0,0.0,3.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,3.0,0.0,3.0,2.0,1.0,2018,11.0,13.0,9.0
1994-03-01,masculino,sp,s,mestrado/doutorado,inteligência artificial,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,2018,11.0,15.0,10.0
1990-10-12,masculino,pb,n,mestrado/doutorado,sistemas de informação,,,,,,,,,,,,,,,,,,,,,,,,,,2018,0.0,0.0,0.0
1991-07-12,masculino,rs,s,mestrado/doutorado,engenharia de software,1.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,2018,7.0,9.0,8.0
1994-06-08,masculino,pr,s,mestrado/doutorado,inteligência artificial,1.0,1.0,1.0,2.0,0.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,2018,3.0,13.0,8.0
1994-09-14,masculino,sp,s,mestrado/doutorado,redes de computadores,2.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0,3.0,0.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,0.0,2.0,2.0,0.0,2018,9.0,16.0,14.0
1997-09-18,masculino,mt,n,mestrado/doutorado,inteligência artificial,,,,,,,,,,,,,,,,,,,,,,,,,,2018,0.0,0.0,0.0
1993-11-21,masculino,ce,s,mestrado/doutorado,Demais áreas,2.0,2.0,2.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,3.0,3.0,0.0,2018,7.0,15.0,8.0
1990-09-27,masculino,sc,s,mestrado/doutorado,teoria da computação,2.0,3.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2018,9.0,12.0,9.0
1994-12-26,masculino,rj,s,mestrado/doutorado,teoria da computação,1.0,3.0,3.0,1.0,1.0,3.0,1.0,2.0,0.0,1.0,2.0,1.0,3.0,2.0,3.0,2.0,0.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,2018,17.0,19.0,9.0
1997-10-10,masculino,ma,s,mestrado/doutorado,sistemas de computação,2.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2018,6.0,8.0,8.0
1994-12-19,masculino,se,s,mestrado/doutorado,inteligência artificial,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,2.0,1.0,3.0,0.0,3.0,1.0,1.0,1.0,2.0,0.0,3.0,1.0,2.0,3.0,2.0,2018,13.0,16.0,9.0
1996-07-11,masculino,pr,s,mestrado/doutorado,inteligência artificial,1.0,2.0,3.0,2.0,2.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,0.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,0.0,2018,8.0,17.0,13.0
1996-11-25,masculino,mg,s,mestrado/doutorado,metodologias e técnicas de computação,1.0,3.0,2.0,2.0,0.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,2018,11.0,14.0,10.0
1996-01-11,masculino,ms,s,mestrado/doutorado,engenharia de software,1.0,2.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,0.0,2.0,3.0,0.0,2018,8.0,11.0,8.0
1994-10-22,masculino,mt,n,mestrado/doutorado,sistemas de computação,,,,,,,,,,,,,,,,,,,,,,,,,,2018,0.0,0.0,0.0
1993-04-15,masculino,sp,s,mestrado/doutorado,computação aplicada,1.0,0.0,1.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,3.0,3.0,1.0,2018,10.0,16.0,4.0
1996-10-08,masculino,rs,s,mestrado/doutorado,inteligência artificial,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,2018,5.0,8.0,10.0
1996-04-10,masculino,pb,s,mestrado/doutorado,redes de computadores,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,2018,4.0,10.0,8.0
1980-10-03,masculino,mg,s,mestrado/doutorado,aplicações computacionais,1.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,3.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,2018,14.0,13.0,10.0
1994-09-01,masculino,go,s,mestrado/doutorado,sistemas de computação,3.0,2.0,3.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,0.0,2.0,1.0,2018,8.0,15.0,8.0
1995-05-09,masculino,mg,s,mestrado/doutorado,sistemas e tecnologias da computação,2.0,2.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,2018,6.0,14.0,4.0
1986-07-29,masculino,sp,n,mestrado/doutorado,sistemas de computação,,,,,,,,,,,,,,,,,,,,,,,,,,2018,0.0,0.0,0.0
1996-08-01,masculino,sc,s,mestrado/doutorado,sistemas embarcados,1.0,2.0,3.0,3.0,2.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,3.0,2.0,3.0,1.0,2.0,1.0,1.0,0.0,3.0,2.0,2.0,3.0,0.0,2018,9.0,24.0,13.0
1987-01-18,masculino,rs,n,mestrado/doutorado,aprendizado de máquina,,,,,,,,,,,,,,,,,,,,,,,,,,2018,0.0,0.0,0.0
1994-12-16,masculino,to,s,mestrado/doutorado,inteligência artificial,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,2018,5.0,10.0,6.0
1997-03-17,masculino,pr,s,mestrado/doutorado,redes de computadores,1.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,0.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,2018,11.0,17.0,12.0
1997-07-25,masculino,sc,s,mestrado/doutorado,engenharia de software,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,2018,4.0,3.0,6.0
1995-08-14,masculino,es,n,mestrado/doutorado,redes de computadores,,,,,,,,,,,,,,,,,,,,,,,,,,2018,0.0,0.0,0.0
1987-08-21,masculino,sp,n,mestrado/doutorado,redes de computadores,,,,,,,,,,,,,,,,,,,,,,,,,,2018,0.0,0.0,0.0
1992-03-18,masculino,sp,s,mestrado/doutorado,computação aplicada,2.0,2.0,1.0,2.0,0.0,1.0,2.0,1.0,0.0,3.0,2.0,0.0,2.0,0.0,1.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,3.0,2.0,0.0,2018,8.0,16.0,8.0
1984-02-27,masculino,ms,s,mestrado/doutorado,inteligência artificial,0.0,2.0,2.0,1.0,3.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,0.0,2.0,2.0,0.0,2018,9.0,11.0,13.0
1981-05-07,masculino,sp,s,mestrado/doutorado,computação aplicada,1.0,0.0,1.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2018,3.0,9.0,7.0
1981-10-26,masculino,go,n,mestrado/doutorado,sistemas de computação,,,,,,,,,,,,,,,,,,,,,,,,,,2018,0.0,0.0,0.0
1989-11-01,masculino,pi,n,mestrado/doutorado,sistemas de computação,,,,,,,,,,,,,,,,,,,,,,,,,,2018,0.0,0.0,0.0
1995-06-21,masculino,mg,s,mestrado/doutorado,computação aplicada,1.0,2.0,1.0,2.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,2.0,1.0,2.0,0.0,3.0,3.0,1.0,2018,6.0,14.0,9.0
1996-10-24,feminino,ce,s,mestrado/doutorado,engenharia de software,0.0,2.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,1.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,2018,7.0,10.0,8.0
1997-01-22,feminino,mg,s,mestrado/doutorado,engenharia de software,2.0,1.0,2.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,2.0,1.0,2018,5.0,13.0,9.0
1997-10-31,feminino,mg,s,mestrado/doutorado,inteligência artificial,1.0,2.0,2.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,2018,6.0,8.0,5.0
1995-01-06,feminino,rj,s,mestrado/doutorado,robótica,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,3.0,1.0,2.0,2.0,0.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,2018,8.0,13.0,13.0
1996-03-24,feminino,sp,s,mestrado/doutorado,computação aplicada,1.0,1.0,1.0,0.0,2.0,0.0,3.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,3.0,1.0,2.0,2018,10.0,13.0,7.0
1996-01-15,feminino,mg,s,mestrado/doutorado,banco de dados,2.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2018,5.0,9.0,8.0
1995-06-21,feminino,sc,n,mestrado/doutorado,banco de dados,,,,,,,,,,,,,,,,,,,,,,,,,,2018,0.0,0.0,0.0
1995-07-20,feminino,ce,s,mestrado/doutorado,sistemas de informação,1.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,0.0,3.0,0.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,1.0,2.0,1.0,2018,10.0,13.0,11.0
1998-09-16,feminino,pa,s,mestrado/doutorado,Demais áreas,1.0,0.0,1.0,1.0,2.0,1.0,3.0,1.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,0.0,2.0,2.0,1.0,2018,8.0,16.0,11.0
1999-09-12,feminino,sp,s,mestrado/doutorado,sistemas de computação,1.0,1.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,2018,4.0,10.0,7.0
1994-12-26,feminino,mg,s,mestrado/doutorado,sistemas e tecnologias da computação,2.0,2.0,3.0,1.0,0.0,0.0,2.0,2.0,1.0,2.0,2.0,0.0,3.0,1.0,2.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,2018,7.0,18.0,9.0
1992-11-09,feminino,sp,s,mestrado/doutorado,engenharia de software,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,2018,6.0,11.0,7.0
1996-01-24,feminino,es,n,mestrado/doutorado,inteligência artificial,,,,,,,,,,,,,,,,,,,,,,,,,,2018,0.0,0.0,0.0
1991-09-06,feminino,ce,s,mestrado/doutorado,aplicações computacionais,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,3.0,1.0,2.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,2018,5.0,9.0,6.0
1995-05-04,masculino,mg,s,mestrado/doutorado,banco de dados,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2018,8.0,13.0,9.0
1996-05-30,masculino,ms,s,mestrado/doutorado,sistemas embarcados,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,3.0,2.0,1.0,1.0,2.0,0.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,3.0,0.0,2018,9.0,15.0,9.0
1982-06-25,masculino,df,s,mestrado/doutorado,inteligência artificial,2.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,3.0,2.0,2.0,2018,9.0,14.0,9.0
1987-05-17,masculino,rn,s,mestrado/doutorado,informática na educação,2.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,1.0,0.0,2018,5.0,11.0,6.0
1995-07-22,feminino,rj,s,mestrado/doutorado,Demais áreas,1.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,3.0,2.0,3.0,0.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,3.0,1.0,2018,12.0,17.0,13.0
1982-10-19,feminino,pb,n,mestrado/doutorado,engenharia de software,,,,,,,,,,,,,,,,,,,,,,,,,,2018,0.0,0.0,0.0
1985-03-10,masculino,ce,s,mestrado/doutorado,sistemas de informação,2.0,3.0,2.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,2.0,2.0,3.0,0.0,3.0,0.0,3.0,2.0,0.0,1.0,2.0,0.0,2.0,2.0,1.0,2018,12.0,15.0,9.0
1995-07-07,feminino,pi,s,mestrado/doutorado,modelagem computacional,0.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,2018,4.0,5.0,7.0
1992-06-02,feminino,sc,s,mestrado/doutorado,inteligência artificial,1.0,2.0,1.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,2018,6.0,11.0,7.0
1993-01-21,feminino,rj,n,mestrado/doutorado,Demais áreas,,,,,,,,,,,,,,,,,,,,,,,,,,2018,0.0,0.0,0.0
1994-09-04,feminino,mg,s,mestrado/doutorado,engenharia de software,0.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,3.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,3.0,1.0,2018,8.0,11.0,8.0
1993-11-30,feminino,pb,s,mestrado/doutorado,sistemas de informação,1.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,3.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,3.0,1.0,0.0,2018,4.0,15.0,10.0
1972-11-25,masculino,sp,n,mestrado/doutorado,engenharia de software,,,,,,,,,,,,,,,,,,,,,,,,,,2018,0.0,0.0,0.0
1990-04-22,masculino,ma,s,mestrado/doutorado,informática na educação,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,2018,5.0,7.0,6.0
1995-02-10,masculino,df,n,mestrado/doutorado,sistemas de computação,,,,,,,,,,,,,,,,,,,,,,,,,,2018,0.0,0.0,0.0
